Gew_Nr,Gew_Name,l_total ,l_offen,l_offiziell_eingedolt,l_inoff_eingedolt,mögliche Ausdolung,Parzellen,Ausdolungspotenzial,Bemerkung,Foto im Bericht,Link zu GeoView BL,Informationsblatt,Eigentümer,Bewirtschafter,Gemeinde,Bezirk
,Drainagesystem im westlich des Schällbächlis,> 500,0,> 500,,?,,3,Drainage verläuft im intensiv genutzen Ackerland und dürfte nur nach Niederschlägen Wasser führen (kein Hang- oder Quellwasserzufluss),75.173,Plan-link,Brislach_Eindolungen_Bericht,,,Brislach,Laufen
75.174,Schällochbach,900,870,30,,,,0,, -,,,,,Brislach,Laufen
75.175,Diebach,430,0,430,,,,0,Abschnitt entlang Gemeindegrenze zu Laufen: Ausdolung gemäss Richtplan/Wasserbaukonzept vorgesehen, -,Plan-link,,,,Brislach,Laufen
75.201,Cholersbrunnenbächli,100,100,0,,,,0,, -,,,,,Brislach,Laufen
75.202,Schällhüslibächli,220,100,120,,,,0,, -,,,,,Brislach,Laufen
,Drainagesystem im Einzugs-gebiet des Schällhüslibächlis,> 500,0,> 500,,?,,3,Drainage verläuft im intensiv genutzen Ackerland und dürfte nur nach Niederschlägen Wasser führen (kein Hang- oder Quellwasserzufluss),75.202,Plan-link,Brislach_Eindolungen_Bericht,,,Brislach,Laufen
83.17,Lützel,5000,5000,0,,,,0,ganzer Abschnitt als Überflutungs-/Retentionsgebiet gemäss Wasserbaukonzept vorgesehen, -, -,,,,Roggenburg,Laufen
83.191,Bösenbach,1050,1050,0,,,,0,, -, -,,,,Roggenburg,Laufen
83.192,Baumgartenbächli,250,220,30,,,,0,Im GeoView gesamthaft als Röhrenbrunnenbächli (offen) dargestellt;                                       Baubeginn 09: Ausdolung im Mündungsgebiet in Lützel durch Gemeinde , -, -,,,,Roggenburg,Laufen
83.193,Surtelbach,250,250,0,,,,0,, -, -,,,,Roggenburg,Laufen
83.201,Stellibach,430,430,0,,,,0,, -, -,,,,Roggenburg,Laufen
83.202,Oberstalbach,560,560,0,,700,,0,"Frühling 2010: Ausdolung im sog. ""Chalchboden"" durch Gemeinde", -, -,,,,Roggenburg,Laufen
83.203,Neuhusbach,720,700,20,,,,0,GeoView: Brunnmattbach???, -, -,,,,Roggenburg,Laufen
83.204,Ritzigrundbächli,280,260,20,,,,0,"Im GeoView gesamthaft als Röhrenbrunnenbächli (offen, 83.192) dargestellt;                                       Ausdolung ab ""Röhrenbrunnen"" bis Hof ""Unterer Ritzigrund"" 2010", -,Karte,,,,Roggenburg,Laufen
83.204,Mäligrundbächli,60,60,,,,,0,Nur im GeoView verzeichneter kurzer Bachlauf nordöstlich des Dorfes, -,,,,,Roggenburg,Laufen
83.205,Sägemühlekanal (privat),460,370,90,,,,0,, -, -,,,,Roggenburg,Laufen
82.02,Birs,1800,1800,0,,,,0,, -, -,,,,Nenzlingen,Laufen
82.169,Langimattbach,830,570,260,,120,div.,4,"Ausdolung gemäss Wasserbaukonzept im oberen Abschnitt (Gemeindegebiet Nenzlingen), unterer Abschnitt der Eindolung auf Gemeindegebiet Zwingen",82.169,Plan-link,Nenzlingen_Eindolungen_Bericht,,,Nenzlingen,Laufen
82.190,Steighollenbach,260,80,180,,?,,3,"parallel zum Langibach prüfen, Wasserführung?", -,Plan-link,,,,Nenzlingen,Laufen
82.201,Marchelbach,200,110,90,450,> 300,div.,4,"Projekt des Ing.büros W. Götz besteht. Im unteren Abschnitt des westlichen Drainagesystems gutes Potenzial, oberer Abschnitt vermutlich nur geringe Wasserführung; östlicher Ast mit gutem Potential falls genügende Wasserführung",82.201,Plan-link,Nenzlingen_Eindolungen_Bericht,,,Nenzlingen,Laufen
82.202,Uelimattbach,290,110,180,,> 150,268,4,"Im Weideland bis zum Weg prüfen, oberhalb des Weges bei genügender Wasserführung (?) ev. teilweise Offfenlegung entlang Flurweg denkbar",82.202,Plan-link,Nenzlingen_Eindolungen_Bericht,,,Nenzlingen,Laufen
